lon,lat,value,qc_reason,y_pred_oof,residual_oof
120.78,22.81,10.9,,14.246347294769445,-3.346347294769444
120.81,22.81,16.3,,14.448286822783277,1.8517131772167232
120.84,22.81,13.9,,17.5426271215661,-3.6426271215660986
120.87,22.81,18.3,,23.760897223188092,-5.460897223188091
120.9,22.81,19.5,,25.5424346114767,-6.0424346114767005
120.93,22.81,24.7,,25.664339467099396,-0.9643394670993963
120.96,22.81,25.8,,25.562736120122512,0.23726387987748865
120.99,22.81,23.5,,24.221979449914308,-0.7219794499143077
121.02,22.81,26.4,,24.11856926241196,2.281430737588039
121.05,22.81,25.9,,24.467970746646596,1.4320292533534023
120.09,22.84,25.2,,25.099454169289807,0.10054583071019252
120.12,22.84,25.2,,25.064855324792106,0.13514467520789353
120.15,22.84,25.2,,24.98663548012525,0.21336451987474803
120.18,22.84,25.1,,24.907964826783918,0.19203517321608388
120.21,22.84,25.2,,24.827878716728314,0.37212128327168514
120.24,22.84,25.1,,24.740838718458935,0.3591612815410663
120.27,22.84,24.8,,24.70051182501908,0.09948817498091955
120.3,22.84,24.7,,24.648797424328457,0.051202575671542405
120.33,22.84,24.2,,24.65150491243304,-0.45150491243304103
120.36,22.84,25.1,,24.750528953975255,0.3494710460247461
120.39,22.84,25.0,,24.75220380372404,0.24779619627596006
120.42,22.84,25.0,,24.41880708518696,0.581192914813041
120.45,22.84,24.9,,24.452434581558933,0.4475654184410658
120.48,22.84,24.9,,25.02692247916758,-0.12692247916758248
120.51,22.84,25.0,,25.03189541347236,-0.031895413472359024
120.54,22.84,22.0,,24.984984531493375,-2.9849845314933745
120.57,22.84,19.6,,24.98066054270384,-5.38066054270384
120.6,22.84,19.3,,18.655047464566014,0.6449525354339869
120.63,22.84,13.5,,11.39011278877785,2.1098872112221496
120.66,22.84,8.2,,11.366391863753561,-3.166391863753562
120.69,22.84,12.7,,12.244655346015545,0.45534465398445434
120.72,22.84,14.0,,12.121250620168624,1.8787493798313761
120.75,22.84,11.4,,13.343723940463143,-1.9437239404631423
120.78,22.84,16.2,,13.360447248082105,2.8395527519178945
120.81,22.84,19.3,,13.117696927379026,6.182303072620975
120.84,22.84,17.7,,16.681140393826475,1.0188596061735247
120.87,22.84,16.4,,23.04889442623246,-6.648894426232463
120.9,22.84,16.9,,25.39563735139191,-8.49563735139191
120.93,22.84,21.1,,25.2575143541213,-4.1575143541213
120.96,22.84,24.7,,25.198457246612822,-0.49845724661282276
120.99,22.84,24.5,,23.408350675599596,1.0916493244004037
121.02,22.84,26.2,,23.353499894945553,2.846500105054446
121.05,22.84,25.8,,23.48860299786895,2.311397002131052
120.12,22.87,25.2,,25.07078067308589,0.12921932691411087
120.15,22.87,25.2,,25.01096315252289,0.1890368474771087
120.18,22.87,25.1,,24.938673121941633,0.1613268780583681
120.21,22.87,25.1,,24.883940311008587,0.2160596889914146
120.24,22.87,25.0,,24.69829248530441,0.30170751469558965
120.27,22.87,25.0,,24.617491223288887,0.38250877671111283
120.3,22.87,24.8,,24.518686792966083,0.28131320703391793
120.33,22.87,24.5,,24.36608198343976,0.13391801656024072
120.36,22.87,25.0,,24.370751646536547,0.6292483534634528
120.39,22.87,24.9,,24.520431999305252,0.3795680006947464
120.42,22.87,25.0,,24.26955953781693,0.7304404621830685
120.45,22.87,25.0,,24.282002383508782,0.7179976164912176
120.48,22.87,24.4,,24.87815068129032,-0.4781506812903231
120.51,22.87,24.6,,24.86117825530731,-0.261178255307307
120.54,22.87,24.2,,24.86847400859098,-0.6684740085909802
120.57,22.87,22.0,,24.8194118623263,-2.8194118623263016
120.6,22.87,17.1,,18.506831113561528,-1.4068311135615268
120.63,22.87,16.5,,11.733839028086098,4.7661609719139015
120.66,22.87,13.9,,11.697047374398696,2.202952625601304
120.69,22.87,13.7,,12.811189027385593,0.8888109726144062
120.72,22.87,9.0,,12.540705856765786,-3.5407058567657863
